"A2"||"A"||2|18|30|42|24|46|60|6|16|18|0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|2|5|0|0|0.2|0|0|0.2|0|0.3|0.6|0.1|0.5|2|0.1|1.2|3|60|65|73|32|34|38|28|31|35|27|33|35|0|0|0|2|3|4||||1.3|1.33|1.35||||1.51|1.54|1.56||1|3|10|0.2|0.21|0.22||||30.9|33.5|34.7|16.7|21|23.2|45|45|47|3|5|5.9|41|49|53|19|23|25|21|28|34|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0.1|2|22.3|27.2|29||||19.3|26.1|28.4|5.6|6.5|7.3|5.6|6|7.3|||||||3.1|6.2|9.2|||||||||||||||||||||"20456970"|"60064865"
"Bg2"||"B"||2|32|56|72|40|68|90|8|12|50|0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|2|5|0|0|0.2|0|0|0.2|0|0.3|0.6|0.1|0.5|2|0.1|1.2|3|60|65|73|32|34|38|28|31|35|27|33|35|0|0|0|1|1.5|2||||1.28|1.32|1.35||||1.48|1.52|1.54||1|3|10|0.16|0.18|0.2||||30|32.4|33.4|15.4|19.1|20.8|46|47|48|3|4.9|5.9|39|46|49|19|23|25|25|32|39|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|21.7|26.5|28.2||||20.3|25.6|27.2|6.1|6.7|7.3|6.1|6.2|7.3|||||||2.7|5.1|7.1|||||||||||||||||||||"20456970"|"60064866"
"Bg3"||"B"||3|40|68|90|60|91|120|20|23|30|0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|2|5|0|0|0.2|0|0|0.2|0|0.3|0.6|0.1|0.5|2|0.1|1.2|3|60|66|73|32|35|38|28|31|35|27|32|35|0|0|0|1|1.5|2||||1.28|1.32|1.35||||1.48|1.52|1.54||1|3|10|0.16|0.18|0.2||||30|32.1|33.4|15.4|18.6|20.8|46|47|48|3|4.7|5.9|39|45|49|19|23|25|25|32|39|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|21.7|25.7|28.2||||20.3|25|27.2|6.1|6.7|7.3|6.1|6.2|7.3|||||||2.7|5|7.1|||||||||||||||||||||"20456970"|"60064867"
"Bg4"||"B"||4|60|91|120|74|107|140|14|16|20|0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|2|5|0|0|0.2|0|0|0.2|0|0.3|0.6|0.1|0.5|2|0.1|1.2|3|60|67|73|32|35|38|28|32|35|27|31|35|0|0|0|0.5|1|1.5||||1.28|1.32|1.35||||1.46|1.5|1.54||1|3|10|0.16|0.18|0.2||||29.6|31.4|33|14.8|17.5|20.2|46|47|48|3|4.4|5.9|38|43|48|19|22|25|25|32|39|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|21.2|24.6|27.9||||20.1|23.6|26.5|6.1|6.7|7.3|6.1|6.2|7.3|||||||2.5|4.7|6.9|||||||||||||||||||||"20456970"|"60064868"
"BCg2"||"BC"||2|86|122|160|200|200|200|40|78|114|0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|98|100|0|3|5|0|0|0.2|0|0|0.2|0|0.3|0.6|0.1|0.7|2|0.1|2|3|63|72|76|34|38|40|29|34|36|24|25|32|0|0|0|0|0.25|0.5||||1.35|1.4|1.45||||1.48|1.53|1.6||1|9|10|0.15|0.17|0.19||||28.6|29.3|32.1|13.4|14.3|18.5|43|45|46|3|3.1|5.9|34|35|43|16|17|23|13|17|21|".49"|".49"|0|8|15|0|0|0|0|0|0|0|0.1|2|16.7|19.2|24.7||||14.7|57.9|63.7|6.1|7.2|7.8|6.1|6.7|7.8|||||||0.4|2.4|6.2|||||||||||||||||||||"20456970"|"60064869"
"Ap"||"A"|||0|0|0|17|20|29|17|20|29|0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|2|5|0|0|0.2|0|0|0.2|0|0.3|0.6|0.1|0.5|2|0.1|1.2|3|60|66|73|32|35|38|28|31|35|27|32|35|0|0|0|6|6.5|7||||1.3|1.33|1.35||||1.43|1.46|1.48||1|3|10|0.21|0.22|0.23||||33.8|35.4|36.4|21.5|24.6|26.6|46|47|48|3|3.1|5.9|49|54|58|18|21|24|21|28|34|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0.1|2|23.3|27.3|29.6||||18.3|25.9|29.4|5.6|6.5|7.3|5.6|6|7.3|||||||4.6|7.4|10.3|||||||||||||||||||||"20456970"|"60064870"
"A1"||"A"||1|17|20|29|18|30|42|1|10|13|0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|2|5|0|0|0.2|0|0|0.2|0|0.3|0.6|0.1|0.5|2|0.1|1.2|3|60|65|73|32|34|38|28|31|35|27|33|35|0|0|0|3.5|4.5|5.5||||1.3|1.33|1.35||||1.51|1.54|1.56||1|3|10|0.21|0.22|0.23||||32|34.5|35.6|18.5|22.8|24.9|44|45|46|3|5|5.9|44|52|56|19|22|24|21|28|34|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0.1|2|22.8|27.6|29.4||||19.5|25.1|29.2|5.6|6.5|7.3|5.6|6|7.3|||||||3.7|6.8|9.8|||||||||||||||||||||"20456970"|"60064871"
"BCtg"||"BC"|||120|160|190|200|200|200|30|40|50|0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|98|100|1|3|5|0|0.1|0.5|0|0.2|0.5|0|0.3|0.5|0|0.3|0.5|1|2.1|3|60|69|73|26|30|32|34|39|41|26|28|35|0|0|0|0|0.25|0.5||||1.31|1.34|1.38||||1.46|1.49|1.59||1|3|10|0.16|0.18|0.2||||29|30|32.5|13.9|15.3|19.3|45|47|48|3|3.5|5.9|36|38|46|18|19|25|16|19|27|".49"|".49"|0|0|5|0|0|0|0|0|0|0|0.1|2|18.2|21.1|26.2||||17|18.9|65.2|6.1|6.7|7.8|6.1|6.4|7.8|||||||0.6|4|6.3|||||||||||||||||||||"20456971"|"60064872"
"E"||"E"|||10|25|31|25|43|51|15|18|20|0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|93|98|100|1|3|5|0|0.1|0.5|0|0.2|0.5|0|0.3|0.5|0|0.3|0.5|1|2.1|3|65|72|81|23.5|27|31|40|45|50|18|25|30|0|0|0|0.5|1.5|2||||1.39|1.42|1.45||||1.53|1.56|1.6||1|9|10|0.16|0.18|0.2||||26.6|30.5|32.7|10.9|16.1|19.5|42|43|44|3|3.1|5.9|29|38|44|12|17|21|9|17|23|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0.1|2|14.8|20.3|24||||12.3|19.7|23.8|5.6|6|7.3|5.6|5.7|7.3|||||||1.8|6.3|8|||||||||||||||||||||"20456971"|"60064873"
"Ap"||"A"|||0|0|0|10|25|31|10|25|31|0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|93|98|100|1|3|5|0|0.1|0.5|0|0.2|0.5|0|0.3|0.5|0|0.3|0.5|1|2.1|3|65|71|81|25|28|31|40|43|50|18|26|30|0|0|0|3|3.5|4||||1.33|1.36|1.39||||1.47|1.5|1.54||1|9|10|0.18|0.2|0.22||||28.7|32|33.6|13.6|18.4|21.1|43|44|45|3|3.3|5.9|35|43|48|12|18|21|11|20|24|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|15.7|21.6|24.6||||11.9|20.5|24.1|5.6|6.6|7.3|5.6|6.2|7.3|||||||2.7|5.5|8.7|||||||||||||||||||||"20456971"|"60064874"
"Btg1"||"B"||1|25|43|51|43|71|80|18|28|29|0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|92|98|100|1|3|5|0|0.1|0.5|0|0.2|0.5|0|0.3|0.5|0|0.3|0.5|1|2.1|3|47|59|67|21|26|31|26|33|36|32|38|48|0|0|0|0.5|0.75|1||||1.39|1.42|1.45||||1.69|1.72|1.85||0.1|0.7|1|0.16|0.18|0.2||||32.2|34.3|37.3|18.8|22.5|28.4|42|44|45|6|6.7|8.9|43|50|60|23|28|35|22|30|40|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|24.3|28.5|35.2||||21.5|26.5|35|5.1|6|7.3|5.1|5.6|7.3|||||||2.8|6.9|10.3|||||||||||||||||||||"20456971"|"60064875"
"Btg3"||"B"||3|70|91|105|90|119|140|20|28|35|0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|92|98|100|1|3|5|0|0.1|0.5|0|0.2|0.5|0|0.3|0.5|0|0.3|0.5|1|2.1|3|47|57|67|22|27|32|25|30|35|32|40|48|0|0|0|0.5|0.75|1||||1.39|1.43|1.47||||1.72|1.76|1.87||0.01|0.09|0.1|0.15|0.17|0.19||||28.3|31|33.4|18|22.6|27.2|42|43|45|6|7.2|8.9|43|52|60|23|29|35|22|32|40|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|24.3|29.8|35.2||||21.5|28|35|5.1|6.2|7.3|5.1|5.9|7.3|||||||2.8|6.5|10.3|||||||||||||||||||||"20456971"|"60064876"
"Btg4"||"B"||4|90|119|140|120|160|190|30|41|50|0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|92|98|100|1|3|5|0|0.1|0.5|0|0.2|0.5|0|0.3|0.5|0|0.3|0.5|1|2.1|3|55|62|72|24|27|32|30|35|41|27|35|40|0|0|0|0|0.25|0.5||||1.41|1.43|1.45||||1.67|1.69|1.76||1|3|10|0.16|0.18|0.2||||29.7|33.1|34.8|14.9|20.3|23.5|43|44|44|3|5.8|5.9|36|46|51|18|25|29|16|26|32|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|18.2|25.6|29.4||||16.4|21.9|29.3|5.1|6.6|7.3|5.1|6.1|7.3|||||||2|4.8|9.4|||||||||||||||||||||"20456971"|"60064877"
"Btg2"||"B"||2|43|71|80|70|91|105|17|20|25|0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|92|98|100|1|3|5|0|0.1|0.5|0|0.2|0.5|0|0.3|0.5|0|0.3|0.5|1|2.1|3|47|54|67|22|26|31|25|28|36|32|43|48|0|0|0|0.5|0.75|1||||1.39|1.41|1.43||||1.76|1.78|1.84||0.01|0.09|0.1|0.15|0.17|0.19||||28.2|31.8|33.4|17.9|24.1|27.1|43|44|45|6|8|8.9|43|55|60|23|31|35|22|34|40|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|24.3|31.7|35.2||||21.5|29.4|35|5.1|6|7.3|5.1|5.7|7.3|||||||2.8|7.3|10.3|||||||||||||||||||||"20456971"|"60064878"
"Bt"||"B"|||46|61|65|61|76|80||15||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|2|5|0|0|0.1|0|0.1|0.2|0|0.3|0.8|0|0.6|1|0|1|2.9|53|59|64|22|25|26|31|34|38|35|39|42|0|0|0|1|1.5|2||||1.2|1.4|1.6||||1.52|1.72|1.76||0.01|0.7|1|0.15|0.19|0.21||||33.4|34.9|36|20.8|23.6|25.8|36|44|51|6|7.1|8.9|47|52|56|25|28|30|26|31|35|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|26.8|29.8|32.1||||23.7|27.7|30.4|4.5|5.6|6.5||||||||||5.5|8.4|11.9|||||||||||||||||||||"20456853"|"60064171"
"A1"||"A"||1|15|18|20|30|33|36||15||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|99|100|1|2|10|0|0|0.2|0|0.1|0.8|0.1|0.3|1|0.3|0.6|2|0.6|1|6|58|69|72|28|30|42|30|39|45|27|29|32|0|0|0|2|3|4||||1.2|1.35|1.5||||1.36|1.51|1.55||1|3|10|0.19|0.21|0.23||||28|29|34|13.5|15.5|19|39|45|50|3|3.9|5.9|41|45|50|19|20|22|19|22|26|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|21.9|23.7|26||||17.7|20.2|25.7|4.5|5.7|7.3||||||||||3.1|8|11.9|||||||||||||||||||||"20456853"|"60064172"
"Btg2"||"B"||2|81|102|106|122|155|192||53||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|2|5|0|0|0|0|0.1|0.2|0|0.3|0.8|0|0.6|1|0|1|3|53|62|64|22|26|27|31|36|38|35|36|42|0|0|0|0.5|0.8|1||||1.25|1.45|1.65||||1.54|1.74|1.82||0.01|0.7|1|0.16|0.18|0.2||||31.2|32.5|35.3|17.2|19.3|24.3|42|45|48|6|6.2|8.9|46|48|54|25|26|30|25|28|34|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|26.2|27.3|31.4||||22.8|25|31.1|4.5|6.2|7.3||||||||||3|6.3|11.5|||||||||||||||||||||"20456853"|"60064173"
"BCg"||"BC"|||122|155|192|200|200|200||45||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|1|5|0|0|0|0|0|0.2|0|0.1|0.8|0|0.2|1|0|0.7|3|63|68|75|28|30|35|35|38|40|24|31|32|0|0|0|0|0.3|0.5||||1.4|1.55|1.7||||1.6|1.75|1.76||1|3|10|0.16|0.18|0.2||||28.8|30.5|32.3|13.7|16|18.9|43|44|45|3|4.1|5.9|34|41|43|16|22|23|15|23|25|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0.1|2|17|23.2|24.3||||15.5|22.6|32.3|5.6|6.4|7.8||||||||||0.5|5.1|7.5|||||||||||||||||||||"20456853"|"60064174"
"A2"||"A"||2|30|33|36|36|46|50||13||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|99|100|1|2|10|0|0|0.2|0|0.1|0.8|0.1|0.3|1|0.3|0.6|2|0.6|1|6|58|69|72|28|30|42|30|39|45|27|29|32|0|0|0|1.5|2.5|3.5||||1.2|1.38|1.55||||1.37|1.55|1.58||1|3|10|0.18|0.2|0.22||||30.9|32.4|34|16.8|19.1|21.9|38|44|51|3|3.9|5.9|40|44|49|19|20|22|18|22|26|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|21.7|23.5|25.9||||18.3|19.9|25.6|4.5|5.7|7.3||||||||||2.9|7.8|11.7|||||||||||||||||||||"20456853"|"60064175"
"BA"||"BA"|||36|46|50|46|61|65||15||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|99|100|1|2|5|0|0|0.1|0|0.1|0.2|0.1|0.3|0.8|0.3|0.6|1|0.6|1|2.9|58|65|72|29|30|33|31|35|39|27|33|37|0|0|0|1|2|3||||1.25|1.43|1.6||||1.47|1.65|1.74||0.1|3|10|0.18|0.2|0.22||||30.9|33.7|35.5|16.7|21.4|24.8|36|42|49|3|4.8|5.9|39|47|53|19|23|26|18|25|30|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|21.5|26.1|29.2||||18.3|23|27.2|5.1|5.7|6.5||||||||||4.9|7.9|10.3|||||||||||||||||||||"20456853"|"60064176"
"Btg1"||"B"||1|61|76|80|81|102|106||26||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|0|2|5|0|0|0.1|0|0.1|0.2|0|0.3|0.8|0|0.6|1|0|1|2.9|53|60|64|22|25|26|31|35|38|35|38|42|0|0|0|1|1.2|2||||1.2|1.4|1.6||||1.51|1.71|1.76||0.01|0.7|1|0.16|0.19|0.21||||33.4|34.4|36|20.8|22.7|25.8|37|44|51|6|6.8|8.9|47|51|56|25|27|30|26|30|35|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|26.8|29|32.1||||23.7|27|30.4|4.5|5.6|6.5||||||||||5.5|8.3|11.9|||||||||||||||||||||"20456853"|"60064177"
"Ap"||"A"|||0|0|0|15|18|20||18||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|99|100|1|2|10|0|0|0.2|0|0.1|0.8|0.1|0.3|1|0.3|0.6|2|0.6|1|6|58|69|72|28|30|42|30|39|45|27|29|32|0|0|0|3|4|6||||1.1|1.23|1.35||||1.25|1.38|1.41||1|3|10|0.2|0.22|0.24||||24|25.5|32|13|14.5|18|43|48|53|3|4|5.9|43|47|54|19|20|22|19|24|27|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|22.5|24.1|26.3||||18.2|21.4|25.8|5.1|6.1|7.3||||||||||3.8|7.6|11|||||||||||||||||||||"20456853"|"60064178"
"Btg3"||"B"||3|65|71|80|75|91|100||20||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|1|2|5|0|0|0.5|0|0.1|0.5|0|0.3|1|0|0.6|1.5|0|1|1.5|54|62|66|23|27|31|31|35|39|33|36|42|0|0|0|0|0.5|1||||1.3|1.38|1.45||||1.57|1.65|1.73||0.1|0.7|1|0.16|0.18|0.2||||31.9|33.2|35.3|18.2|20.5|24.3|43|45|48|6|6.2|8.9|42|47|54|23|26|30|22|28|34|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|22.3|26.9|31.4||||20.4|25.2|31.2|5.1|6|7.3||||||||||2.4|6.7|9.8|||||||||||||||||||||"20456854"|"60064179"
"Btg4"||"B"||4|75|91|100|90|117|160||26||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|99|100|1|2|5|0|0|0.5|0|0.1|0.5|0|0.3|1|0|0.6|1.5|0|1|1.5|55|65|68|25|29|33|32|36|40|30|33|40|0|0|0|0|0.5|1||||1.4|1.45|1.5||||1.61|1.66|1.79||1|3|10|0.16|0.18|0.2||||31.3|32.8|35.3|17.4|19.8|24.4|41|43|44|3|4.6|5.9|40|44|52|21|23|29|20|24|33|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|20.5|24.9|30.1||||19.2|23.7|30|5.6|6.4|7.3||||||||||2.2|5.4|8.3|||||||||||||||||||||"20456854"|"60064180"
"Btg1"||"B"||1|35|51|51|50|61|70||10||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|1|2|5|0|0|0.5|0|0.1|0.5|0|0.3|1|0|0.6|1.5|0|1|1.5|54|57|66|20|23|26|31|34|37|33|41|42|0|0|0|0|0.5|1||||1.3|1.38|1.45||||1.63|1.71|1.73||0.01|0.09|0.1|0.15|0.17|0.19||||28.1|31|31.6|17.7|22.6|23.7|43|45|48|6|7.4|8.9|42|52|54|23|30|30|22|32|34|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|22.3|30|31.4||||20.4|28.4|31.2|5.1|6|7.3||||||||||2.4|7|9.8|||||||||||||||||||||"20456854"|"60064181"
"A2"||"A"||2|25|41|45|35|51|51||10||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|93|99|100|1|2|5|0|0|0.5|0|0.1|0.5|0|0.3|1|0|0.6|1.5|0|1|1.5|55|61|72|22|25|28|33|36|39|26|37|40|0|0|0|2|2.5|3||||1.3|1.35|1.4||||1.59|1.64|1.68||0.1|0.7|1|0.18|0.2|0.22||||30.7|34.5|35.6|16.5|22.9|25|43|45|47|6|6.7|8.9|40|52|56|18|26|29|17|29|34|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0.1|2|21.2|29|31.2||||17.8|26.7|31|5.6|6|7.3||||||||||3|7.6|9.1|||||||||||||||||||||"20456854"|"60064182"
"Btg2"||"B"||2|50|61|70|65|71|80||10||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|99|100|1|2|5|0|0|0.5|0|0.1|0.5|0|0.3|1|0|0.6|1.5|0|1|1.5|54|58|66|20|24|28|30|34|38|33|40|42|0|0|0|0|0.5|1||||1.3|1.38|1.45||||1.62|1.7|1.73||0.01|0.09|0.1|0.15|0.17|0.19||||28.1|30.7|31.6|17.7|22.1|23.7|43|45|48|6|7.1|8.9|42|51|54|23|29|30|22|31|34|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0.1|2|22.3|29.4|31.4||||20.4|27.9|31.2|5.1|6|7.3||||||||||2.4|7|9.8|||||||||||||||||||||"20456854"|"60064183"
"Cg"||"C"|||90|117|160|145|152|200||35||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|93|99|100|1|2|5|0|0|0.5|0|0.1|0.5|0|0.3|1|0|0.6|1.5|0|1|1.5|62|70|79|28|32|36|34|38|42|20|28|33|0|0|0|0|0.5|1||||1.4|1.45|1.5||||1.56|1.61|1.66||1|3|10|0.16|0.18|0.2||||27.2|31|33.2|11.6|16.9|20.4|41|43|44|3|3.6|5.9|30|39|45|13|19|23|10|19|25|".49"|".49"|0|0|5|0|0|0|0|0|0|0|0.1|2|14.5|21.6|25.5||||14.3|21.1|64.5|6.1|6.9|7.8||||||||||0.2|3.6|6.4|||||||||||||||||||||"20456854"|"60064184"
