91|91|122|203|203|203|"Wet"|"214253316"|"134793472"
0|0|0|91|91|122|"Moist"|"214253316"|"134793473"
61|61|107|203|203|203|"Wet"|"214253317"|"134793474"
0|0|0|61|61|107|"Moist"|"214253317"|"134793475"
0|0|0|61|61|107|"Moist"|"214253318"|"134793476"
61|61|107|203|203|203|"Wet"|"214253318"|"134793477"
0|0|0|61|61|91|"Moist"|"214253319"|"134793478"
61|61|91|203|203|203|"Wet"|"214253319"|"134793479"
0|0|0|76|76|107|"Moist"|"214253320"|"134793480"
76|76|107|203|203|203|"Wet"|"214253320"|"134793481"
0|0|0|0|0|30|"Moist"|"214253321"|"134793482"
0|0|30|203|203|203|"Wet"|"214253321"|"134793483"
46|46|91|203|203|203|"Wet"|"214253322"|"134793484"
0|0|0|46|46|91|"Moist"|"214253322"|"134793485"
0|0|0|46|46|91|"Moist"|"214253323"|"134793486"
46|46|91|203|203|203|"Wet"|"214253323"|"134793487"
15|15|46|203|203|203|"Wet"|"214253324"|"134793488"
0|0|0|15|15|46|"Moist"|"214253324"|"134793489"
76|76|107|203|203|203|"Wet"|"214253325"|"134793490"
0|0|0|76|76|107|"Moist"|"214253325"|"134793491"
0|0|0|15|15|61|"Moist"|"214253326"|"134793492"
15|15|61|203|203|203|"Wet"|"214253326"|"134793493"
0|0|0|30|30|61|"Moist"|"214253327"|"134793494"
30|30|61|203|203|203|"Wet"|"214253327"|"134793495"
61|61|107|200|200|200|"Wet"|"214253328"|"134793496"
0|0|0|61|61|107|"Moist"|"214253328"|"134793497"
46|46|91|200|200|200|"Wet"|"214253329"|"134793498"
0|0|0|46|46|91|"Moist"|"214253329"|"134793499"
0|0|0|76|76|107|"Moist"|"214253330"|"134793500"
76|76|107|200|200|200|"Wet"|"214253330"|"134793501"
15|15|61|200|200|200|"Wet"|"214253331"|"134793502"
0|0|0|15|15|61|"Moist"|"214253331"|"134793503"
0|0|0|0|0|30|"Moist"|"214253332"|"134793504"
0|0|30|200|200|200|"Wet"|"214253332"|"134793505"
0|0|0|30|30|61|"Moist"|"214253333"|"134793506"
30|30|61|200|200|200|"Wet"|"214253333"|"134793507"
0|0|0|61|61|107|"Moist"|"214253334"|"134793508"
61|61|107|200|200|200|"Wet"|"214253334"|"134793509"
15|15|46|200|200|200|"Wet"|"214253335"|"134793510"
0|0|0|15|15|46|"Moist"|"214253335"|"134793511"
61|61|91|200|200|200|"Wet"|"214253336"|"134793512"
0|0|0|61|61|91|"Moist"|"214253336"|"134793513"
76|76|107|200|200|200|"Wet"|"214253337"|"134793514"
0|0|0|76|76|107|"Moist"|"214253337"|"134793515"
0|0|0|91|91|122|"Moist"|"214253338"|"134793516"
91|91|122|200|200|200|"Wet"|"214253338"|"134793517"
46|46|91|200|200|200|"Wet"|"214253339"|"134793518"
0|0|0|46|46|91|"Moist"|"214253339"|"134793519"
0|0|0|61|61|107|"Moist"|"214253340"|"134793520"
0|0|0|203|203|203|"Wet"|"214253340"|"134793521"
0|0|0|46|46|91|"Moist"|"214253341"|"134793522"
0|0|0|203|203|203|"Wet"|"214253341"|"134793523"
0|0|0|203|203|203|"Wet"|"214253342"|"134793524"
0|0|0|61|61|107|"Moist"|"214253342"|"134793525"
0|0|0|203|203|203|"Wet"|"214253343"|"134793526"
0|0|0|15|15|61|"Moist"|"214253343"|"134793527"
0|0|0|203|203|203|"Wet"|"214253344"|"134793528"
0|0|0|46|46|91|"Moist"|"214253344"|"134793529"
0|0|0|76|76|107|"Moist"|"214253345"|"134793530"
0|0|0|203|203|203|"Wet"|"214253345"|"134793531"
0|0|0|203|203|203|"Wet"|"214253346"|"134793532"
0|0|0|76|76|107|"Moist"|"214253346"|"134793533"
0|0|0|203|203|203|"Wet"|"214253347"|"134793534"
0|0|0|61|61|107|"Moist"|"214253347"|"134793535"
0|0|0|203|203|203|"Wet"|"214253348"|"134793536"
0|0|0|91|91|122|"Moist"|"214253348"|"134793537"
0|0|0|30|30|61|"Moist"|"214253349"|"134793538"
0|0|0|203|203|203|"Wet"|"214253349"|"134793539"
0|0|0|203|203|203|"Wet"|"214253350"|"134793540"
0|0|0|0|0|30|"Moist"|"214253350"|"134793541"
0|0|0|15|15|61|"Moist"|"214253351"|"134793542"
0|0|0|203|203|203|"Wet"|"214253351"|"134793543"
0|0|0|91|91|168|"Moist"|"214251924"|"134790987"
91|91|168|200|200|200|"Wet"|"214251924"|"134790988"
0|0|0|76|76|152|"Moist"|"214251925"|"134790989"
