"Summit"|"31381607"|"13095496"
"Shoulder"|"31381607"|"13095497"
"Backslope"|"31381607"|"13095498"
"Summit"|"31381617"|"13095509"
"Shoulder"|"31381617"|"13095510"
"Backslope"|"31381617"|"13095511"
"Backslope"|"31381597"|"13095492"
"Summit"|"31381597"|"13095493"
"Shoulder"|"31381597"|"13095494"
"Summit"|"31381578"|"13095462"
"Shoulder"|"31381578"|"13095463"
"Backslope"|"31381578"|"13095464"
"Summit"|"31381577"|"13095459"
"Shoulder"|"31381577"|"13095460"
"Backslope"|"31381577"|"13095461"
