"Udic"|"20424629"|"7998291"
"Udic"|"20424630"|"7998292"
"Udic"|"20424631"|"7998293"
"Udic"|"20424654"|"7998316"
"Udic"|"20424655"|"7998317"
"Aquic"|"20424656"|"7998318"
"Aquic"|"20424657"|"7998319"
"Aquic"|"20424658"|"7998320"
"Udic"|"20424659"|"7998321"
"Aquic"|"20424660"|"7998322"
"Udic"|"20424679"|"7998341"
"Udic"|"20424680"|"7998342"
"Udic"|"20424681"|"7998343"
"Aquic"|"20424759"|"7998421"
"Aquic"|"20424760"|"7998422"
"Aquic"|"20424761"|"7998423"
"Aquic"|"20424762"|"7998424"
