"A-4"|Yes|"59949736"|"98041616"
"A-6"|No |"59949736"|"98041617"
"A-6"|Yes|"59949737"|"98041618"
"A-6"|Yes|"59949738"|"98041619"
"A-4"|No |"59949738"|"98041620"
"A-6"|No |"59949739"|"98041621"
"A-7-6"|Yes|"59949739"|"98041622"
"A-7-5"|No |"59949739"|"98041623"
"A-7-5"|Yes|"59949740"|"98041624"
"A-6"|No |"59949741"|"98041625"
"A-4"|Yes|"59949741"|"98041626"
"A-6"|Yes|"59949742"|"98041627"
"A-7-6"|No |"59949742"|"98041628"
"A-6"|Yes|"59949743"|"98041629"
"A-6"|Yes|"59949744"|"98041630"
"A-4"|Yes|"59949745"|"98041631"
"A-6"|Yes|"59949746"|"98041632"
"A-6"|No |"59949834"|"98041798"
"A-7-5"|No |"59949834"|"98041799"
"A-7-6"|Yes|"59949834"|"98041800"
"A-7-5"|Yes|"59949835"|"98041801"
"A-6"|No |"59949836"|"98041802"
"A-4"|Yes|"59949836"|"98041803"
"A-7-6"|No |"59949837"|"98041804"
"A-6"|Yes|"59949837"|"98041805"
"A-7-5"|No |"59949838"|"98041806"
"A-6"|Yes|"59949838"|"98041807"
"A-6"|Yes|"59949839"|"98041808"
"A-6"|No |"59949840"|"98041809"
"A-4"|Yes|"59949840"|"98041810"
"A-7-6"|No |"59949841"|"98041811"
"A-6"|Yes|"59949841"|"98041812"
"A-6"|No |"59949842"|"98041813"
"A-4"|Yes|"59949842"|"98041814"
"A-7-5"|Yes|"59949843"|"98041815"
"A-7-6"|No |"59949843"|"98041816"
"A-7-6"|Yes|"59949844"|"98041817"
"A-6"|Yes|"59949845"|"98041818"
"A-7-6"|No |"59949845"|"98041819"
"A-4"|No |"59949845"|"98041820"
"A-7-6"|Yes|"59949846"|"98041821"
"A-6"|No |"59949846"|"98041822"
"A-7-5"|No |"59949846"|"98041823"
"A-7-5"|No |"59949847"|"98041824"
"A-6"|No |"59949847"|"98041825"
"A-7-6"|Yes|"59949847"|"98041826"
"A-6"|No |"59949848"|"98041827"
"A-4"|Yes|"59949848"|"98041828"
"A-7-5"|Yes|"59949849"|"98041829"
"A-7-6"|No |"59949849"|"98041830"
"A-4"|No |"59949850"|"98041831"
"A-7-6"|No |"59949850"|"98041832"
"A-6"|Yes|"59949850"|"98041833"
"A-6"|No |"59949851"|"98041834"
"A-4"|Yes|"59949851"|"98041835"
"A-7-6"|No |"59949852"|"98041836"
"A-7-5"|Yes|"59949852"|"98041837"
"A-7-6"|Yes|"59949853"|"98041838"
"A-7-6"|No |"59949854"|"98041839"
"A-4"|No |"59949854"|"98041840"
"A-6"|Yes|"59949854"|"98041841"
"A-6"|No |"59949855"|"98041842"
"A-7-6"|Yes|"59949855"|"98041843"
"A-7-5"|No |"59949855"|"98041844"
"A-7-5"|Yes|"59949856"|"98041845"
"A-6"|No |"59949857"|"98041846"
"A-4"|Yes|"59949857"|"98041847"
"A-6"|Yes|"59949858"|"98041848"
"A-7-6"|No |"59949858"|"98041849"
"A-7-5"|Yes|"59949859"|"98041850"
"A-7-6"|No |"59949859"|"98041851"
"A-6"|No |"59949860"|"98041852"
"A-7-6"|Yes|"59949860"|"98041853"
"A-7-6"|Yes|"59949861"|"98041854"
"A-6"|No |"59949861"|"98041855"
"A-7-5"|Yes|"59949862"|"98041856"
"A-7-6"|No |"59949862"|"98041857"
"A-4"|Yes|"59949934"|"98042012"
"A-6"|No |"59949934"|"98042013"
"A-6"|Yes|"59949935"|"98042014"
"A-6"|Yes|"59949936"|"98042015"
"A-4"|No |"59949936"|"98042016"
"A-6"|No |"59949937"|"98042017"
"A-4"|Yes|"59949937"|"98042018"
"A-6"|Yes|"59949938"|"98042019"
"A-6"|Yes|"59949939"|"98042020"
"A-6"|No |"59949940"|"98042021"
"A-7-6"|Yes|"59949940"|"98042022"
"A-7-5"|No |"59949940"|"98042023"
"A-7-5"|Yes|"59949941"|"98042024"
"A-6"|No |"59949942"|"98042025"
"A-4"|Yes|"59949942"|"98042026"
"A-6"|Yes|"59949943"|"98042027"
"A-7-6"|No |"59949943"|"98042028"
"A-7-5"|Yes|"59950229"|"98042607"
"A-7-6"|No |"59950229"|"98042608"
"A-6"|No |"59950230"|"98042609"
"A-7-6"|Yes|"59950230"|"98042610"
"A-7-6"|Yes|"59950231"|"98042611"
"A-6"|No |"59950231"|"98042612"
"A-7-5"|Yes|"59950232"|"98042613"
"A-7-6"|No |"59950232"|"98042614"
"A-6"|No |"59950233"|"98042615"
"A-4"|Yes|"59950233"|"98042616"
"A-7-5"|Yes|"59950234"|"98042617"
"A-7-6"|No |"59950234"|"98042618"
"A-6"|No |"59950235"|"98042619"
"A-7-5"|No |"59950235"|"98042620"
"A-7-6"|Yes|"59950235"|"98042621"
"A-7-6"|Yes|"59950236"|"98042622"
"A-6"|No |"59950236"|"98042623"
"A-7-5"|No |"59950236"|"98042624"
"A-6"|Yes|"59950237"|"98042625"
"A-4"|No |"59950237"|"98042626"
"A-7-6"|No |"59950237"|"98042627"
"A-6"|No |"59950238"|"98042628"
"A-4"|Yes|"59950238"|"98042629"
