|"Loamy"||"Till"||"14820542"|"20883775"
|"Loamy"||"Till"||"14820541"|"20883774"
|"Loamy"||"Till"||"14820540"|"20883773"
|"Loamy"||"Till"||"14820519"|"20883744"
|"Loamy"||"Till"||"14820518"|"20883743"
|"Loamy"||"Till"||"14820517"|"20883742"
1|||"Alluvium"||"14820716"|"20883984"
1|||"Alluvium"||"14820715"|"20883983"
1|||"Alluvium"||"14820720"|"20883988"
1|||"Alluvium"||"14820719"|"20883987"
