|||"Talf"|"31211495"|"11767769"
|||"Talf"|"31211506"|"11767773"
|||"Rise"|"31211096"|"11767580"
|||"Talf"|"31211096"|"11767581"
|||"Rise"|"31211130"|"11767600"
|||"Rise"|"31211122"|"11767594"
|||"Talf"|"31211122"|"11767595"
|||"Rise"|"31211094"|"11767579"
|||"Dip"|"31211497"|"11767770"
|||"Rise"|"31211508"|"11767774"
|||"Rise"|"31211098"|"11767582"
|||"Dip"|"31211134"|"11767601"
