0|0|0|70|100|120|"Moist"|"213012314"|"133711239"
70|100|120|200|200|200|"Wet"|"213012314"|"133711240"
0|0|0|40|70|100|"Moist"|"213012315"|"133711241"
40|70|100|200|200|200|"Wet"|"213012315"|"133711242"
30|40|60|200|200|200|"Wet"|"213012316"|"133711243"
0|0|0|30|40|60|"Moist"|"213012316"|"133711244"
0|0|0|30|40|60|"Moist"|"213012317"|"133711245"
30|40|60|200|200|200|"Wet"|"213012317"|"133711246"
60|80|100|200|200|200|"Wet"|"213012318"|"133711247"
0|0|0|60|80|100|"Moist"|"213012318"|"133711248"
0|0|0|15|25|30|"Moist"|"213012319"|"133711249"
15|25|30|200|200|200|"Wet"|"213012319"|"133711250"
60|80|90|200|200|200|"Wet"|"213012320"|"133711251"
0|0|0|60|80|90|"Moist"|"213012320"|"133711252"
0|0|0|60|90|110|"Moist"|"213012321"|"133711253"
60|90|110|200|200|200|"Wet"|"213012321"|"133711254"
40|60|90|200|200|200|"Wet"|"213012322"|"133711255"
0|0|0|40|60|90|"Moist"|"213012322"|"133711256"
0|0|0|50|70|100|"Moist"|"213012323"|"133711257"
50|70|100|200|200|200|"Wet"|"213012323"|"133711258"
15|20|50|200|200|200|"Wet"|"213012324"|"133711259"
0|0|0|15|20|50|"Moist"|"213012324"|"133711260"
0|0|0|0|0|20|"Moist"|"213012325"|"133711261"
0|0|20|200|200|200|"Wet"|"213012325"|"133711262"
0|0|0|100|115|130|"Moist"|"213012326"|"133711263"
100|115|130|200|200|200|"Wet"|"213012326"|"133711264"
110|140|180|200|200|200|"Wet"|"213012327"|"133711265"
0|0|0|110|140|180|"Moist"|"213012327"|"133711266"
0|0|0|80|100|140|"Moist"|"213012328"|"133711267"
80|100|140|200|200|200|"Wet"|"213012328"|"133711268"
0|0|0|30|45|60|"Moist"|"213012329"|"133711269"
30|45|60|200|200|200|"Wet"|"213012329"|"133711270"
0|0|0|60|80|100|"Moist"|"213012330"|"133711271"
60|80|100|200|200|200|"Wet"|"213012330"|"133711272"
0|0|0|90|110|130|"Moist"|"213012331"|"133711273"
90|110|130|200|200|200|"Wet"|"213012331"|"133711274"
120|140|180|200|200|200|"Wet"|"213012332"|"133711275"
0|0|0|120|140|180|"Moist"|"213012332"|"133711276"
0|0|0|70|80|120|"Moist"|"213012333"|"133711277"
70|80|120|200|200|200|"Wet"|"213012333"|"133711278"
50|60|70|200|200|200|"Wet"|"213012334"|"133711279"
0|0|0|50|60|70|"Moist"|"213012334"|"133711280"
0|0|0|130|160|180|"Moist"|"213012335"|"133711281"
130|160|180|200|200|200|"Wet"|"213012335"|"133711282"
0|0|0|60|70|80|"Moist"|"213012336"|"133711283"
60|70|80|200|200|200|"Wet"|"213012336"|"133711284"
0|0|0|50|70|90|"Moist"|"213012337"|"133711285"
