"A-4"|Yes|"59703892"|"97567984"
"A-6"|No |"59703892"|"97567985"
"A-6"|Yes|"59703893"|"97567986"
"A-6"|Yes|"59703894"|"97567987"
"A-4"|No |"59703894"|"97567988"
"A-6"|No |"59703895"|"97567989"
"A-7-6"|Yes|"59703895"|"97567990"
"A-7-5"|No |"59703895"|"97567991"
"A-7-5"|Yes|"59703896"|"97567992"
"A-6"|No |"59703897"|"97567993"
"A-4"|Yes|"59703897"|"97567994"
"A-6"|Yes|"59703898"|"97567995"
"A-7-6"|No |"59703898"|"97567996"
"A-6"|Yes|"59703899"|"97567997"
"A-6"|Yes|"59703900"|"97567998"
"A-4"|Yes|"59703901"|"97567999"
"A-6"|Yes|"59703902"|"97568000"
"A-6"|No |"59703966"|"97568123"
"A-7-5"|No |"59703966"|"97568124"
"A-7-6"|Yes|"59703966"|"97568125"
"A-7-5"|Yes|"59703967"|"97568126"
"A-6"|No |"59703968"|"97568127"
"A-4"|Yes|"59703968"|"97568128"
"A-7-6"|No |"59703969"|"97568129"
"A-6"|Yes|"59703969"|"97568130"
"A-7-5"|No |"59703970"|"97568131"
"A-6"|Yes|"59703970"|"97568132"
"A-6"|Yes|"59703971"|"97568133"
"A-6"|No |"59703972"|"97568134"
"A-4"|Yes|"59703972"|"97568135"
"A-7-6"|No |"59703973"|"97568136"
"A-6"|Yes|"59703973"|"97568137"
"A-6"|No |"59703974"|"97568138"
"A-4"|Yes|"59703974"|"97568139"
"A-7-5"|Yes|"59703975"|"97568140"
"A-7-6"|No |"59703975"|"97568141"
"A-7-6"|Yes|"59703976"|"97568142"
"A-6"|Yes|"59703977"|"97568143"
"A-7-6"|No |"59703977"|"97568144"
"A-4"|No |"59703977"|"97568145"
"A-4"|No |"59704579"|"97569329"
"A-6"|Yes|"59704579"|"97569330"
"A-6"|Yes|"59704578"|"97569328"
"A-7-6"|Yes|"59704577"|"97569327"
"A-6"|Yes|"59704576"|"97569326"
"A-2-4"|No |"59704575"|"97569323"
"A-2-6"|No |"59704575"|"97569324"
"A-4"|Yes|"59704575"|"97569325"
"A-7"|No |"59704574"|"97569321"
"A-7-5"|Yes|"59704574"|"97569322"
"A-7"|No |"59704573"|"97569318"
"A-6"|No |"59704573"|"97569319"
"A-7-6"|Yes|"59704573"|"97569320"
"A-7-5"|Yes|"59704572"|"97569316"
"A-7-6"|No |"59704572"|"97569317"
"A-2-6"|No |"59704571"|"97569313"
"A-4"|Yes|"59704571"|"97569314"
"A-2-4"|No |"59704571"|"97569315"
"A-6"|Yes|"59704595"|"97569357"
"A-7-6"|Yes|"59704594"|"97569356"
"A-4"|No |"59704593"|"97569354"
"A-6"|Yes|"59704593"|"97569355"
"A-7"|No |"59704592"|"97569352"
"A-6"|Yes|"59704592"|"97569353"
"A-7-6"|Yes|"59704591"|"97569351"
"A-7-5"|Yes|"59704590"|"97569350"
"A-7-5"|Yes|"59704589"|"97569349"
